id,title,body,owner,avatar,banner,url,tw_link,fb_link,li_link,web_link,city,country
86,Marvelous Milan,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",87,marvelous_milan.jpg,,Marvelous Milan,,,,http://www.duepadroni.it/Milan_City_Guide_App.html,Milan,IT
87,DataArt,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",88,dataart.gif,,DataArt,,,,http://www.dataart.com,New York City,US
88,Mountain Reservations,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",89,logo_home.png,,Mountain Reservations,,,,http://www.mountainreservations.com/,Colorado,US
89,Map Quest,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",90,mapquest_logo.jpg,,Map Quest,,,,http://www.mapquest.com,Colorado,US
90,Next Great Place,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",91,ngp_logo.png,,Next Great Place,,,,http://www.nextgreatplace.com,Colorado,US
91,mitfahrgelegenheit.de,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",92,mfg_carpooling_logo.png,,mitfahrgelegenheit.de,,,,http://www.mitfahrgelegenheit.de/,Munich,DE
92,Room 77,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",93,room77-logo-04242012.png,,Room 77,,,,http://www.room77.com,San Francisco,US
93,museudeviana,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",94,viana_member_image.png,,museudeviana,,,,http://museudeviana.com/,Portugal,PT
94,Hotel Miro,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",95,LOGOTIPO_MIROHOTEL_negativo_BAJA.jpg,,Hotel Miro,,,,http://www.mirohotelbilbao.com/en/,Bilbao,ES
95,TVTrip,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",96,logo-tvtrip.png,,TVTrip,,,,http://www.tvtrip.com,Belgium,
96,Wandering Duck,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",97,wanderingduck_logo.jpg,,Wandering Duck,,,,http://www.wanderingduck.co.uk/,Manchester,UK
97,TravelDestinationSearch.com,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",98,edit.jpg,,TravelDestinationSearch.com,,,,http://www.traveldestinationsearch.com/,UZA,US
98,Jordan Executive Travel  Service,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",99,Logo3.png,,Jordan Executive Travel  Service,,,,http://jets-inc.com/,Jordan,JO
99,IABTO,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",100,iabto.jpg,,IABTO,,,,http://iabto.co.uk/,London,UK
100,Blue Star Infotech,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",101,300px-Blue_Star_Infotech_logo.svg.png,,Blue Star Infotech,,,,http://bsil.com/,Mumbai,IN
101,Travel Show TT Warsaw,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",102,ttwarsw_logo.jpg,,Travel Show TT Warsaw,,,,http://www.ttwarsaw.pl,Warsaw,PL
102,Sabre Hospitality Solutions,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",103,sabre_hospitality_logo.jpg,,Sabre Hospitality Solutions,,,,http://www.sabrehospitality.com/,Boston,US
103,Octogo.ru,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",104,oktogo.gif,,Octogo.ru,,,,http://www.ok2go.ru/,Moscow,RU
104,ImpactricalGuide,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",105,impracticalguide.jpg,,ImpactricalGuide,,,,http://www.impracticalguide.com/,World Wide,US
105,Camera di Commercio,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",106,logo_CCIAA_rgb.jpg,,Camera di Commercio,,,,http://www.ge.camcom.gov.it/IT/HomePage,Genova,IT
106,Expedition Everest,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",107,ee_logo.jpg,,Expedition Everest,,,,http://www.expeditioneverest.org/,New York City,US
107,Tripmoba,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",108,TripMoba_Logo+white.jpg,,Tripmoba,,,,http://tripmoba.com/,Manila,PH
108,Offbeat Pursuits,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",109,Logo+Final.jpeg,,Offbeat Pursuits,,,,http://www.offbeatpursuits.com/,Manila,PH
109,Project Dora,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",110,projectdora.jpg,,Project Dora,,,,http://www.projectdora.com/,Manila,PH
110,The Circle Hostel,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",111,the+circle.jpeg,,The Circle Hostel,,,,http://www.facebook.com/thecirclehostel,Manila,PH
111,Sea to Summit,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",112,Sea+to+Summit.jpg,,Sea to Summit,,,,http://www.seatosummit.com/,Manila,PH
112,R.O.X.,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",113,ROX+logo.jpg,,R.O.X.,,,,http://www.rox.com.ph/,Manila,PH
113,AviaSales.ru,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",114,aviasalesru.jpg,,AviaSales.ru,,,,http://www.aviasales.ru,Moscow,RU
114,Different Doors,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",115,Logo-Square.jpg,,Different Doors,,,,http://different-doors.com/,World Wide,US
115,Harbor Beach Marriott Resort & Spa,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",116,harborbeachmarriott_logo.jpg,,Harbor Beach Marriott Resort & Spa,,,,http://www.marriott.com/hotels/travel/fllsb-harbor-beach-marriott-resort-and-spa/,New York City,US
116,"Marco Island Marriott Beach Resort, Spa & Golf","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",117,marcoisland_logo.jpg,,"Marco Island Marriott Beach Resort, Spa & Golf",,,,http://www.marcoislandmarriott.com/,New York City,US
117,San Juan Marriott Resort & Stellaris Casino,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",118,sanjuan_logo.jpg,,San Juan Marriott Resort & Stellaris Casino,,,,http://www.marriott.com/hotels/travel/sjupr-san-juan-marriott-resort-and-stellaris-casino/,New York City,US
118,CasaMagna Marriott Cancun Resort,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",119,cancunmarriott_logo.jpg,,CasaMagna Marriott Cancun Resort,,,,http://www.marriott.com/hotels/hotel-photos/cunmx-casamagna-marriott-cancun-resort/,New York City,US
119,JW Marriott Cancun Resort & Spa,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",120,jw_logo.jpg,,JW Marriott Cancun Resort & Spa,,,,http://www.marriott.com/hotels/hotel-photos/cunjw-jw-marriott-cancun-resort-and-spa/,New York City,US
120,Aruba Marriott Resort & Stellaris Casino,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",121,aruba_logo.jpg,,Aruba Marriott Resort & Stellaris Casino,,,,http://www.marriott.com/hotels/travel/auaar-aruba-marriott-resort-and-stellaris-casino/,New York City,US
121,Go Overseas,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",2,gooverseas_logo.jpg,,Go Overseas,,,,http://www.gooverseas.com/,San Francisco,US
122,Fat,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",3,edit.jpg,,Fat,,,,http://www.sodelhi.com/contribute/133-dining-out/casual-dining/1610-fat-ninja,Delhi,IN
123,In Marketing We Trust,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",4,inmarektingwetrust_logo.jpg,,In Marketing We Trust,,,,http://www.inmarketingwetrust.com.au/,Sydney,AU
124,So Delhi,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",5,so_delhi_logo.jpg,,So Delhi,,,,http://www.sodelhi.com/,Delhi,IN
125,TendanceHotellerie,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",6,tendancehotellerie_logo.jpg,,TendanceHotellerie,,,,http://www.tendancehotellerie.fr/,World Wide,US
126,Eventi,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean vehicula, nibh sed facilisis feugiat, magna purus varius turpis, sodales finibus libero ipsum id ante. Aenean venenatis semper tellus, vel placerat leo laoreet fermentum. Nam porta ligula posuere est consectetur, vel feugiat purus sagittis. Proin accumsan, augue in scelerisque semper, mauris mauris efficitur dui, imperdiet venenatis eros massa vel augue. Nullam vitae elementum neque. Etiam eu rutrum metus. Donec non lectus non velit venenatis pellentesque non id ligula. Praesent mauris nisl, cursus sit amet euismod nec, dictum non quam.",7,eventilogo.jpg,,Eventi,,,,http://www.eventihotel.com/,New York City,US
